ImageNumber,ObjectNumber,Intensity_MeanIntensity_BGS_mt,Intensity_MeanIntensity_BGS_other,Number_Object_Number
3,56,0.019108531668144028,0.00605341020171404,56
3,57,0.006785872590698431,0.0021300218661527617,57
3,58,0.010664019481706356,0.002579052992517834,58
3,59,0.012558781591088336,0.002213112406042878,59
3,60,0.008058592334305892,0.0022357854790388374,60
3,61,0.016904022635115302,0.002505083018131479,61
3,62,0.005891001482302306,0.0020229757697557537,62
3,63,0.005946236869761064,0.0019560322382058044,63
3,64,0.01054887068397773,0.002192293363289274,64
3,65,0.0075891005214273844,0.002269202906964675,65
3,66,0.006468294738033485,0.002108711651912825,66
3,67,0.0180527236429387,0.0038514143924409487,67
3,68,0.01418933470028593,0.0026558357472324184,68
3,69,0.008171021141488414,0.0023022512999860845,69
3,70,0.047155938880978174,0.0024532370448327695,70
3,71,0.0073505344144816145,0.0022359708265239776,71
3,72,0.007183835585842072,0.002235419586758296,72
3,73,0.006674332516997911,0.0021592891035654587,73
3,74,0.021517881523441622,0.0027319527222659356,74
3,75,0.00642613371398654,0.0020758528285222517,75
3,76,0.03144275333923673,0.0035708083835679586,76
3,77,0.014547859536953393,0.0028771117315234546,77
3,78,0.008029356858951337,0.00248591329415463,78
3,79,0.013478692592433181,0.002352845670382738,79
